lnalpha,beta,lnalpha.c
0.794887352,3.92327E-06,1.099441784
1.287242401,6.19192E-06,1.496305283
1.173343809,7.82546E-06,1.355003839
1.276334656,5.44271E-06,1.512008163
1.255314452,7.43869E-06,1.421230809
1.475405068,6.59886E-06,2.185306484
1.024014517,6.05874E-06,1.214962503
1.202206363,5.36047E-06,1.390698692
1.139154501,2.59043E-07,3.615417596
1.328776868,7.32238E-06,1.506449213
0.463795009,3.00742E-06,0.660223309
0.845657784,3.85902E-06,1.027498881
1.404846468,6.93719E-06,1.931358888
0.540341241,2.69097E-06,0.695768706
0.762005245,4.7976E-06,1.079041841
0.940685647,4.59277E-06,1.124927942
1.094026731,4.39503E-06,1.334080946
0.739806437,3.77056E-06,1.096519045
0.787239444,3.72198E-06,1.099954967
1.089366556,7.3205E-06,1.408878668
1.277454602,6.6735E-06,1.573236272
1.295486922,7.52076E-06,1.633117509
1.143852774,5.03855E-06,1.315056614
0.305009387,2.64549E-06,0.564750973
0.734274699,4.32556E-06,1.080916315
1.166517284,5.62592E-06,1.352404269
1.101800144,4.64372E-06,1.279492431
1.10687789,4.05278E-06,1.256828466
0.524797599,8.56971E-07,0.68798072
1.245635635,7.73481E-06,1.530073441
1.168717791,4.14208E-06,1.46047708
0.890956924,2.97769E-06,1.021878423
0.931412856,4.94032E-06,1.166255914
1.443749076,7.78844E-06,1.5924832
1.426338569,6.49951E-06,1.59372557
0.972697496,2.84406E-06,1.266207874
1.078367885,7.47681E-06,1.358023219
0.81758472,3.81092E-06,1.048302779
1.780105401,7.79768E-06,2.043708371
1.228109965,6.16694E-06,1.431629463
0.937416522,4.84718E-06,1.147820562
0.914419067,4.12881E-06,1.111430285
1.204954039,6.08391E-06,1.352430514
0.84119779,4.19791E-06,1.038514982
0.946368638,3.69137E-06,1.122987596
1.392188105,7.12864E-06,1.65129771
1.386848819,6.89151E-06,1.596473004
0.858666529,4.31124E-06,1.062959126
1.100595724,5.44997E-06,1.339369283
1.189583468,4.82317E-06,1.342923509
0.806565658,5.15191E-06,1.012675541
1.029597188,3.29267E-06,1.293776924
0.996442593,3.75349E-06,1.22264808
0.775892496,2.58074E-06,1.076745831
0.73736996,4.70097E-06,0.883207424
1.387776915,7.82067E-06,1.621438459
1.452023642,1.13192E-05,1.632584561
1.206804489,7.83508E-06,1.349525951
1.036096929,5.06817E-06,1.180581209
1.340984469,6.43497E-06,1.603955257
0.755220463,5.19962E-07,1.427758596
1.058425895,5.56776E-06,1.234818827
0.794952347,5.31088E-06,1.022113655
1.193207397,5.27142E-06,1.352932864
1.663354398,9.94753E-06,1.835390116
1.3457783,6.29963E-06,1.550294266
1.237432438,5.72309E-06,1.445795688
0.951697169,5.78623E-06,1.136725186
0.823718901,3.81814E-06,1.185419392
0.940255621,4.54291E-06,1.134660827
0.426157998,3.16919E-06,0.655913385
0.890208198,5.14334E-06,1.058230877
1.848873384,8.2207E-06,2.076093521
1.557868655,6.56035E-06,1.877815314
0.948354825,4.24866E-06,1.118783358
1.047014112,5.34401E-06,1.237094057
1.180342326,6.84102E-06,1.44096182
0.202632865,7.53235E-07,0.560145586
0.593264175,2.51514E-06,0.717089976
1.27759597,6.0629E-06,1.401900388
1.182095043,6.81863E-06,1.451867454
0.797808928,5.51229E-06,1.22977476
0.996550796,5.46363E-06,1.155482113
1.198377595,5.71546E-06,1.39818508
0.816200012,4.53549E-06,1.043873869
0.950706122,4.89438E-06,1.329926061
1.491252867,5.23446E-06,2.152959687
1.182729308,6.38848E-06,1.36973584
1.219002585,5.95062E-06,1.400665992
0.598608033,5.01125E-06,0.866665517
1.191076619,6.53552E-06,1.298188509
1.396984459,6.88423E-06,1.575405257
0.506165812,9.79685E-07,0.789556956
0.855558438,4.40913E-06,1.026901782
1.084627006,7.11237E-06,1.293761974
1.199759696,6.84794E-06,1.600456166
1.5976927,6.02878E-06,1.824022125
0.904861613,3.70802E-06,1.11486314
0.991013571,4.85266E-06,1.117137702
1.27245561,5.82107E-06,1.401353638
0.880057889,6.4699E-06,1.228120392
1.067828047,6.1707E-06,1.283580987
0.832016503,6.57134E-06,1.033469155
0.949260108,4.69492E-06,1.114935913
0.59939136,3.2038E-06,1.143638577
1.213075554,6.12292E-06,1.521587202
1.282999893,4.59269E-06,1.457669597
0.807980396,4.32115E-06,1.027487669
0.99015754,4.56755E-06,1.168399348
0.942627293,5.64828E-06,1.103882777
1.015066477,3.85995E-06,1.344544402
1.113631605,4.74164E-06,1.259699851
1.292890582,4.23613E-06,1.584103158
1.155366454,4.27294E-06,1.407037957
1.60908479,8.2224E-06,1.818490437
1.526927154,5.78963E-06,1.697728424
1.151581356,5.58701E-06,1.361370752
0.997535987,4.71267E-06,1.173695947
1.552155012,7.61176E-06,1.817907755
0.837774663,5.12754E-06,1.080378194
1.071625075,3.90582E-06,1.248894919
0.667049499,6.43046E-06,0.847488011
0.984706062,4.17466E-06,1.158330938
1.131770996,5.8448E-06,1.285125109
1.34774329,7.04548E-06,1.547169007
1.38913861,6.39256E-06,1.533432658
1.334201247,7.6884E-06,1.503748741
1.167919152,5.29663E-06,1.336795976
1.007588086,6.03618E-06,1.21520795
0.951416619,5.1915E-06,1.13201072
0.964448624,5.46395E-06,1.086664949
0.966949507,4.6475E-06,1.119451653
1.099165953,3.70035E-06,1.37853662
